heterozygous essentials b isolates			release 1										
Synced to SGD on Sat Jul  8 00:51:41 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	record no.	strain	rg notes	db notes	
405	C	6	YOR174W	MED4	-	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation	transcription from RNA polymerase II promoter	DNA binding	nucleus	22430	chr15_2	-	-	
405	C	7	YOR176W	HEM15	ferrochelatase HEM15	Ferrochelatase; a mitochondrial inner membrane protein, catalyzes insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway; human homolog FECH can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid	cofactor metabolic process	lyase activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	22432	chr15_2	-	-	
405	C	8	YOR181W	LAS17	actin-binding protein LAS17|BEE1	Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments, polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis, bud site selection, cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant, but only in presence of WIPF1, which mediates localization of WAS to cortical patches	cytoskeleton organization, regulation of organelle organization, protein complex biogenesis	cytoskeletal protein binding	cell cortex, site of polarized growth, cytoskeleton, cytoplasm	22437	chr15_2	-	-	
405	C	9	YOR103C	OST2	dolichyl-diphosphooligosaccharide-protein glycotransferase	Epsilon subunit of the oligosaccharyltransferase complex; located in the ER lumen; catalyzes asparagine-linked glycosylation of newly synthesized proteins	protein glycosylation	molecular_function	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	22359	chr15_2	-	-	
405	C	10	YOR194C	TOA1	transcription initiation factor IIA large subunit	TFIIA large subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; required, along with Toa2p, for ribosomal protein gene transcription in vivo; homologous to largest and second largest subunits of human and Drosophila TFIIA	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	transcription factor activity, protein binding, transcription factor binding	nucleus	22450	chr15_3	-	-	
405	C	11	YOR203W	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps 5' end of essential DED1 gene required for translation initiation	biological_process	molecular_function	cellular_component	22459	chr15_3	-	-	
405	C	12	YOR204W	DED1	DEAD-box ATP-dependent RNA helicase DED1|SPP81	ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase; required for translation initiation of all yeast mRNAs; binds to mRNA cap-associated factors, and binding stimulates Ded1p RNA-dependent ATPase activity; mutation in human homolog DBY is associated with male infertility; human homolog DDX3X complements ded1 null mutation; DED1 has a paralog, DBP1, that arose from the whole genome duplication	translational initiation, RNA splicing, mRNA processing	RNA binding, hydrolase activity, ATPase activity, helicase activity, mRNA binding	nucleus, cytoplasm	22460	chr15_3	-	-	
405	D	1	YOR206W	NOC2	mRNA-binding ribosome synthesis protein NOC2	Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit	ribosomal large subunit biogenesis	RNA binding, mRNA binding	nucleus, mitochondrion, cytoplasm	22462	chr15_3	-	-	
405	D	2	YOR207C	RET1	DNA-directed RNA polymerase III core subunit RET1|C128|RPC128|RPC2|PDS2	Second-largest subunit of RNA polymerase III; RNA polymerase III is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular weight RNAs	transcription from RNA polymerase III promoter	transferase activity, nucleotidyltransferase activity	nucleus	22463	chr15_3	-	-	
405	D	3	YOR210W	RPB10	DNA-directed RNA polymerase core subunit RPB10|ABC10-beta	RNA polymerase subunit ABC10-beta; common to RNA polymerases I, II, and III	transcription from RNA polymerase I promoter, transcription from RNA polymerase III promoter, transcription from RNA polymerase II promoter	transferase activity, nucleotidyltransferase activity, ion binding	nucleus, nucleolus	22466	chr15_3	-	-	
405	D	4	YOR217W	RFC1	replication factor C subunit 1|CDC44	Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon	mitotic cell cycle, DNA repair, DNA replication, cellular response to DNA damage stimulus	hydrolase activity, DNA binding, ATPase activity	chromosome	22473	chr15_3	-	-	
405	D	5	YOR218C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene RFC1/YOR217W	biological_process	molecular_function	cellular_component	22474	chr15_3		met- did not mate	
405	D	6	YJL081C	ARP4	ACT3	Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes	peptidyl-amino acid modification, protein acylation, chromatin organization, transcription from RNA polymerase II promoter, DNA repair, organelle assembly, cellular response to DNA damage stimulus, histone modification, protein complex biogenesis	chromatin binding, hydrolase activity, histone binding, transferase activity, helicase activity, ATPase activity	nucleus, chromosome	21342	chr10_2		lys- did not mate	
405	D	7	YOR232W	MGE1	GRPE|YGE1	Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; acts as oxidative sensor to regulate mitochondrial Ssc1p; in presence of oxidative stress, dimeric Mge1p becomes a monomer and unable to regulate Ssc1p function; homolog of E. coli GrpE and human Mge1 (GRPEL1), which also responds to oxidative stress	protein targeting, mitochondrion organization, transmembrane transport, protein folding	enzyme regulator activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	22488	chr15_3	-	-	
405	D	8	YOR236W	DFR1	dihydrofolate reductase	Dihydrofolate reductase involved in tetrahydrofolate biosynthesis; required for respiratory metabolism; mutation is functionally complemented by human DHFR	cofactor metabolic process	RNA binding, mRNA binding, oxidoreductase activity	mitochondrion, cytoplasm	22492	chr15_3	-	-	
405	D	9	YOR244W	ESA1	NuA4 histone acetyltransferase complex catalytic subunit ESA1|KAT5|TAS1	Catalytic subunit of the histone acetyltransferase complex (NuA4); acetylates four conserved internal lysines of histone H4 N-terminal tail and can acetylate histone H2A; master regulator of cellular acetylation balance; required for cell cycle progression and transcriptional silencing at the rDNA locus and regulation of autophagy; human ortholog TIP60/KAT5 is implicated in cancer and other diseases, functionally complements lethality of the esa1 null mutation	peptidyl-amino acid modification, DNA repair, protein acylation, chromatin organization, cellular response to DNA damage stimulus, histone modification, transcription from RNA polymerase II promoter, regulation of cell cycle, DNA-templated transcription, elongation	transferase activity	nucleus, chromosome	22500	chr15_3	-	-	
405	D	10	YOR249C	APC5	anaphase promoting complex subunit 5|RMC1	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the platform domain of the APC/C, based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress	chromatin organization, protein modification by small protein conjugation or removal, proteolysis involved in cellular protein catabolic process	transferase activity	nucleus	22505	chr15_3	-	-	
405	D	11	YOR250C	CLP1	cleavage polyadenylation factor subunit CLP1	Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; involved in both the endonucleolyitc cleavage and polyadenylation steps of mRNA 3'-end maturation and in gene looping which affects reinitiation of transcription	chromatin organization, mRNA processing	RNA binding	nucleus	22506	chr15_3	-	-	
405	D	12	YOR254C	SEC63	protein-transporting protein SEC63|PTL1	Essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec62p, Sec66p, and Sec72p	protein targeting, transmembrane transport	protein transporter activity	endomembrane system, mitochondrion, membrane, endoplasmic reticulum, cytoplasm	22510	chr15_3	-	-	
405	E	1	YOR256C	TRE2	putative zinc metalloprotease	Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog, TRE1, that arose from the whole genome duplication	protein targeting, endosomal transport, proteolysis involved in cellular protein catabolic process	molecular_function	cellular_component	22512	chr15_3	-	-	
405	E	2	YOR257W	CDC31	centrin|DSK1	Calcium-binding component of the spindle pole body (SPB) half-bridge; required for SPB duplication in mitosis and meiosis II; homolog of mammalian centrin; binds multiubiquitinated proteins and is involved in proteasomal protein degradation	cytoskeleton organization, proteolysis involved in cellular protein catabolic process, protein complex biogenesis	structural molecule activity	nucleus, cytoskeleton, microtubule organizing center, membrane, cytoplasm	22513	chr15_3	-	-	
405	E	3	YOR259C	RPT4	proteasome regulatory particle base subunit RPT4|SUG2|PCS1|CRL13	ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in degradation of ubiquitinated substrates; contributes preferentially to ERAD; required for spindle pole body duplication; mainly nuclear localization	DNA repair, response to chemical, cellular response to DNA damage stimulus, proteolysis involved in cellular protein catabolic process, protein complex biogenesis, DNA-templated transcription, initiation, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation	hydrolase activity, ATPase activity	nucleus	22515	chr15_3	-	-	
405	E	4	YJL085W	EXO70	GTP-Rho binding exocyst subunit EXO70	Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in an actin-independent manner, targeting and anchoring the exocyst with Sec3p; involved in exocyst assembly; direct downstream effector of Rho3p and Cdc42p; relocalizes from bud neck to cytoplasm upon DNA replication stress	protein complex biogenesis, Golgi vesicle transport, exocytosis, signaling	lipid binding, enzyme binding, ion binding	cell cortex, cellular bud, membrane, site of polarized growth, cytoplasm, plasma membrane	21337	chr10_2	-	-	
405	E	5	YOR261C	RPN8	proteasome regulatory particle lid subunit RPN8	Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit, Rpn11p	proteolysis involved in cellular protein catabolic process	other	cytoplasm	22517	chr15_3	-	-	
405	E	6	YOR262W	GPN2	putative GTPase GPN2	Putative GTPase with a role in biogenesis of RNA pol II and polIII; may be involved in assembly of RNA polymerases II and III and in their transport into the nucleus; contains a Gly-Pro-Asn motif in the G domain; similar to Npa3p and Gpn3p; highly conserved across species and homologous to human gene GPN2/ATPBD1B; required for establishment of sister chromatid cohesion	mitotic cell cycle, protein targeting, organelle fission, nuclear transport, chromosome segregation	GTPase activity, hydrolase activity	cytoplasm	22518	chr15_3	-	-	
