mat a
all strains contain gfp tagged protein with his3 marker													
Synced to SGD on Sat Jul  8 00:51:42 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	abundance	original localization	comments	typical to this lib	
7	H	23	YGR048W	UFD1	polyubiquitin-binding protein UFD1	Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; polyubiquitin binding protein that assists in the dislocation of misfolded, ERAD substrates that are subsequently delivered to the proteasome for degradation; involved in regulated destruction of ER membrane proteins such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); involved in mobilizing membrane bound transcription factors by regulated Ub/proteasome-dependent processing (RUP)	response to chemical, proteolysis involved in cellular protein catabolic process, RNA catabolic process, regulation of DNA metabolic process	ubiquitin-like protein binding	nucleus, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	3530	"cytoplasm,nucleus"	-	-	
7	H	24	YNL141W	AAH1	adenine deaminase	Adenine deaminase (adenine aminohydrolase); converts adenine to hypoxanthine; involved in purine salvage; transcriptionally regulated by nutrient levels and growth phase; Aah1p degraded upon entry into quiescence via SCF and the proteasome	nucleobase-containing small molecule metabolic process	hydrolase activity	nucleus, cytoplasm	20700	"cytoplasm,nucleus"	-	-	
7	I	1	YHR075C	PPE1	carboxylesterase-mitochondrial 37S ribosomal protein YmS2|YmS2|MRPS2	Protein with carboxyl methyl esterase activity; may have a role in demethylation of the phosphoprotein phosphatase catalytic subunit; also identified as a small subunit mitochondrial ribosomal protein	mitochondrial translation, mitochondrion organization	structural constituent of ribosome, hydrolase activity, structural molecule activity	ribosome, mitochondrion, cytoplasm	-	-	-	-	
7	I	2	YFL030W	AGX1	alanine--glyoxylate transaminase	Alanine:glyoxylate aminotransferase (AGT); catalyzes the synthesis of glycine from glyoxylate, which is one of three pathways for glycine biosynthesis in yeast; similar to mammalian and plant alanine:glyoxylate aminotransferases; human homolog AGXT complements yeast null mutant	cellular amino acid metabolic process	transferase activity	mitochondrion, cytoplasm	339	-	-	-	
7	I	3	YKL189W	HYM1	-	Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with Kic1p and Sog2p, localizes to sites of polarized growth during budding and during the mating response	cell morphogenesis, cell budding	molecular_function	cellular bud, site of polarized growth	1280	"cytoplasm,nucleus"	-	-	
7	I	4	YDR502C	SAM2	methionine adenosyltransferase SAM2|ETH2	S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon	cofactor metabolic process, cellular amino acid metabolic process	transferase activity	cytoplasm	22000	ambiguous	-	-	
7	I	5	YHR201C	PPX1	exopolyphosphatase	Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol, plasma membrane, and mitochondrial matrix	other	hydrolase activity	membrane, mitochondrion, plasma membrane, cytoplasm	3170	"cytoplasm,nucleus"	-	-	
7	I	6	YJL125C	GCD14	tRNA 1-methyladenosine methyltransferase subunit GCD14|TRM61	Subunit of tRNA (1-methyladenosine) methyltransferase; required, along with Gcd10p, for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression	tRNA processing, RNA modification	transferase activity, methyltransferase activity	nucleus, cytoplasm	7220	nucleus	-	-	
7	I	7	YNL042W	BOP3	-	Protein of unknown function; potential Cdc28p substrate; overproduction confers resistance to methylmercury	response to chemical	molecular_function	nucleus, cytoplasm	not visualized	"cytoplasm,nucleus"	-	-	
7	I	8	YBL032W	HEK2	KHD1	RNA binding protein involved in asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K	telomere organization	RNA binding, mRNA binding	nucleus, chromosome, cytoplasm	15600	cytoplasm	-	-	
7	I	9	YLR355C	ILV5	ketol-acid reductoisomerase	Acetohydroxyacid reductoisomerase and mtDNA binding protein; involved in branched-chain amino acid biosynthesis and maintenance of wild-type mitochondrial DNA; found in mitochondrial nucleoids	mitochondrion organization, cellular amino acid metabolic process	DNA binding, oxidoreductase activity	mitochondrion, cytoplasm	-	-	-	-	
7	I	10	YPL193W	RSA1	-	Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly	ribosome assembly, organelle assembly, ribosomal large subunit biogenesis	molecular_function	nucleus	259	"cytoplasm,nucleus"	-	-	
7	I	11	YER028C	MIG3	-	Transcriptional regulator; partially nonfunctional in S288C strains but has a major role in catabolite repression and ethanol response in some other strains; involved in response to toxic agents; phosphorylation by Snf1p or the Mec1p pathway inactivates Mig3p, allowing induction of damage response genesenvironment	response to chemical, cellular response to DNA damage stimulus, transcription from RNA polymerase II promoter	nucleic acid binding transcription factor activity, DNA binding	nucleus, chromosome	not visualized	"cytoplasm,nucleus"	-	-	
7	I	12	YJL137C	GLG2	glycogenin glucosyltransferase GLG2	Glycogenin glucosyltransferase; self-glucosylating initiator of glycogen synthesis, also glucosylates n-dodecyl-beta-D-maltoside; similar to mammalian glycogenin; GLG2 has a paralog, GLG1, that arose from the whole genome duplication	carbohydrate metabolic process, generation of precursor metabolites and energy	transferase activity, transferring glycosyl groups, transferase activity	cytoplasm	981	cytoplasm	-	-	
7	I	13	YPL112C	PEX25	-	Peripheral peroxisomal membrane peroxin; required for the regulation of peroxisome size and maintenance, recruits GTPase Rho1p to peroxisomes, induced by oleate, interacts with Pex27p; PEX25 has a paralog, PEX27, that arose from the whole genome duplication	protein targeting, transmembrane transport, peroxisome organization	molecular_function	peroxisome, membrane, cytoplasm	2420	peroxisome	-	may have trouble growing up from this copy since (too) little caught up from Weissman lab copy	
7	I	14	YHR112C	-	putative cystathionine beta-lyase	Protein of unknown function; localizes to the cytoplasm and nucleus; overexpression affects protein trafficking through the endocytic pathway	other	lyase activity	nucleus, cytoplasm	1360	cytoplasm	-	-	
7	I	15	YHR208W	BAT1	branched-chain-amino-acid transaminase BAT1|TWT1|ECA39	Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog, BAT2, that arose from the whole genome duplication	cellular amino acid metabolic process	transferase activity	mitochondrion, cytoplasm	-	-	-	-	
7	I	16	YGL105W	ARC1	-	Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery, stimulating catalysis, and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	RNA binding, ion binding, lipid binding, enzyme regulator activity	cytoplasm	57700	cytoplasm	-	-	
7	I	17	YLR082C	SRL2	-	Protein of unknown function; overexpression suppresses the lethality caused by a rad53 null mutation	other	molecular_function	nucleus, cytoplasm	538	"cytoplasm,nucleus"	-	-	
7	I	18	YMR030W	RSF1	-	Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes	generation of precursor metabolites and energy, cellular respiration, transcription from RNA polymerase II promoter, signaling	molecular_function	nucleus, mitochondrion, cytoplasm	not visualized	"cytoplasm,nucleus"	-	-	
7	I	19	YMR024W	MRPL3	mitochondrial 54S ribosomal protein YmL3|YmL3	Mitochondrial ribosomal protein of the large subunit; located in close proximity to the polypeptide exit channel of the ribosome; mutations in human homolog MRPL44 cause childhood cardiomyopathy; human MRPL44 deficiency results in inefficient assembly of the mitochondrial ribosome, and in tissue-specific respiratory chain deficiency, manifesting as either Complex I+Complex IV or Complex IV deficiency, depending on a cell type	mitochondrial translation, mitochondrion organization	structural molecule activity, structural constituent of ribosome	ribosome, mitochondrion, cytoplasm	300	mitochondrion	-	-	
7	I	20	YDR171W	HSP42	heat shock protein HSP42	Small heat shock protein (sHSP) with chaperone activity; forms barrel-shaped oligomers that suppress unfolded protein aggregation; involved in cytoskeleton reorganization after heat shock; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress	cytoskeleton organization	unfolded protein binding	cytoskeleton, cytoplasm	1470	cytoplasm	-	-	
7	I	21	YBR246W	RRT2	DPH7|diphthamide synthase|ERE1	Methylesterase performing penultimate step of diphthamide biosynthesis; hydrolyzes methylated diphthine to produce diphthine and allows Dph6-catalyzed amidation reaction to occur; deletion leads to resistance to sordarin and accumulation of methylatediphthine; WD40 domain-containing protein; involved in endosomal recycling; forms complex with Rtt10p that functions in retromer-mediated pathway for recycling internalized cell-surface proteins	peptidyl-amino acid modification, endosomal transport	hydrolase activity	cytoplasmic vesicle, endomembrane system, cytoplasm	-	-	-	-	
7	I	22	YMR289W	ABZ2	aminodeoxychorismate lyase ABZ2	Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase); catalyzes the third step in para-aminobenzoic acid biosynthesis; involved in folic acid biosynthesis	cofactor metabolic process, vitamin metabolic process	lyase activity	cytoplasm	768	cytoplasm	-	-	
7	I	23	YOR063W	RPL3	uL3|ribosomal 60S subunit protein L3|rp1|YL1|L3|YOR29-14|TCM1|MAK8	Ribosomal 60S subunit protein L3; homologous to mammalian ribosomal protein L3 and bacterial L3; plays an important role in function of eIF5B in stimulating 3' end processing of 18S rRNA in context of 80S ribosomes that have not yet engaged in translation; involved in replication and maintenance of killer double stranded RNA virus	cytoplasmic translation, organelle assembly, ribosomal large subunit biogenesis, ribosome assembly	structural constituent of ribosome, structural molecule activity	ribosome, cytoplasm	450	cytoplasm	-	may have trouble growing up from this copy since (too) little caught up from Weissman lab copy	
7	I	24	YMR294W	JNM1	PAC3|INS1	Component of the yeast dynactin complex; consisting of Nip100p, Jnm1p, and Arp1p; required for proper nuclear migration and spindle partitioning during mitotic anaphase B	mitotic cell cycle, cytoskeleton organization	structural molecule activity	cell cortex, cytoskeleton, microtubule organizing center, cytoplasm	-	-	-	-	
7	J	1	YIL094C	LYS12	homoisocitrate dehydrogenase|LYS11|LYS10	Homo-isocitrate dehydrogenase; an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate	cellular amino acid metabolic process	oxidoreductase activity	mitochondrion, cytoplasm	19100	mitochondrion	-	-	
7	J	2	YPL191C	-	-	Protein of unknown function; diploid deletion strain exhibits high budding index; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YPL191C has a paralog, YGL082W, that arose from the whole genome duplication	biological_process	molecular_function	endomembrane system, endoplasmic reticulum, cytoplasm	2050	cytoplasm	-	-	
7	J	3	YGL063W	PUS2	pseudouridine synthase PUS2	Mitochondrial tRNA:pseudouridine synthase; acts at positions 27 and 28, but not at position 72; efficiently and rapidly targeted to mitochondria, specifically dedicated to mitochondrial tRNA modification; mutation also affects pseudouridylation of some nuclear-encoded mRNAs; PUS2 has a paralog, PUS1, that arose from the whole genome duplication	tRNA processing, RNA modification	isomerase activity	mitochondrion, cytoplasm	-	-	-	may have trouble growing up from this copy since (too) little caught up from Weissman lab copy	
