Synced to SGD on Sat Jul  8 00:51:38 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	original p	original r 	original c	
3	D	2	YLR229C	CDC42	Rho family GTPase CDC42	Small rho-like GTPase; essential for establishment and maintenance of cell polarity; plays a role late in cell fusion via activation of key cell fusion regulator Fus2p; mutants have defects in the organization of actin and septins; human homolog CDC42 can complement yeast cdc42 mutant	vacuole organization, mitotic cell cycle, response to chemical, organelle fission, cytoskeleton organization, regulation of transport, organelle fusion, conjugation, invasive growth in response to glucose limitation, cell budding, cell morphogenesis, regulation of organelle organization, membrane fusion, exocytosis, pseudohyphal growth, signaling, regulation of cell cycle	GTPase activity, hydrolase activity	nucleus, cell cortex, cytoskeleton, vacuole, plasma membrane, endomembrane system, cellular bud, membrane, site of polarized growth, cytoplasm	9	B	1	-	
3	D	3	YNL110C	NOP15	rRNA-binding ribosome biosynthesis protein NOP15	Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis; localizes to both nucleolus and cytoplasm	cytoskeleton organization, cytokinesis, ribosomal large subunit biogenesis	RNA binding, rRNA binding	nucleus, nucleolus	10	B	2	-	
3	D	4	YLR230W	-	-	Dubious open reading frame unlikely to encode a functional protein; overlaps 5' end of essential CDC42/YLR229C gene which encodes a small Rho-like GTPase essential for establishment and maintenance of cell polarity	biological_process	molecular_function	cellular_component	9	B	2	-	
3	D	5	YNL112W	DBP2	DEAD-box ATP-dependent RNA helicase DBP2	ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; interacts with YRA1; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites	RNA catabolic process, rRNA processing	helicase activity, ATPase activity, hydrolase activity	nucleus, mitochondrion, cytoplasm	10	B	3	-	
3	D	6	YLR243W	GPN3	putative signal sequence-binding GTPase GPN3	Putative GTPase with a role in biogenesis of RNA pol II and polIII; may be involved in assembly of RNA polymerases II and III and in their transport into the nucleus; may have a role in sister chromatid cohesion; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; contains a Gly-Pro-Asn motif in the G domain; similar to Npa3p and Gpn2p	mitotic cell cycle, protein targeting, organelle fission, nuclear transport, chromosome segregation	GTPase activity, hydrolase activity	cellular_component	9	B	3	-	
3	D	7	YNL113W	RPC19	DNA-directed RNA polymerase core subunit RPC19|AC19	RNA polymerase subunit AC19; common to RNA polymerases I and III	transcription from RNA polymerase I promoter, transcription from RNA polymerase III promoter	transferase activity, nucleotidyltransferase activity	nucleus, nucleolus	10	B	4	-	
3	D	8	BLANK	BLANK	-	-	-	-	-	9	B	4	-	
3	D	9	YNL114C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF RPC19/YNL113W, an RNA polymerase subunit	biological_process	molecular_function	cellular_component	10	B	5	-	
3	D	10	YLR259C	HSP60	chaperone ATPase HSP60|MNA2|MIF4|CPN60	Tetradecameric mitochondrial chaperonin; required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated	protein targeting, mitochondrion organization, transmembrane transport, protein maturation, protein complex biogenesis, protein folding	hydrolase activity, DNA binding, unfolded protein binding, ATPase activity	mitochondrion, cytoplasm	9	B	5	-	
3	D	11	YNL118C	DCP2	decapping enzyme complex catalytic subunit|PSU1	Catalytic subunit of Dcp1p-Dcp2p decapping enzyme complex; removes 5' cap structure from mRNAs prior to their degradation; also enters nucleus and positively regulates transcription initiation; nudix hydrolase family member; forms cytoplasmic foci upon DNA replication stress; human homolog DCP2 complements yeast dcp2 thermosensitive mutant	organelle assembly, protein complex biogenesis, RNA catabolic process, DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	chromatin binding, RNA binding, hydrolase activity, mRNA binding	nucleus, membrane, cytoplasm	10	B	6	-	
3	D	12	YLR274W	MCM5	MCM DNA helicase complex subunit MCM5|CDC46|BOB1	Component of the Mcm2-7 hexameric helicase complex; MCM complex is important for priming origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation when activated by Cdc7p-Dbf4p in S-phase	DNA repair, chromatin organization, DNA replication, cellular response to DNA damage stimulus, DNA recombination, regulation of DNA metabolic process	chromatin binding, hydrolase activity, DNA binding, ATPase activity, helicase activity	nucleus, chromosome, cytoplasm	9	B	6	-	
3	D	13	YNL124W	NAF1	RNA-binding snoRNP assembly protein	RNA-binding protein required for the assembly of box H/ACA snoRNPs; thus required for pre-rRNA processing; forms a complex with Shq1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; similar to Gar1p	other	RNA binding	nucleus	10	B	7	-	
3	D	14	YLR275W	SMD2	mRNA splicing protein SMD2|Sm D2	Core Sm protein Sm D2; part of heteroheptameric complex (with Smb1p, Smd1p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D2	RNA splicing, mRNA processing	molecular_function	nucleus	9	B	7	-	
3	D	15	YNL126W	SPC98	-	Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque	mitotic cell cycle, organelle fission, cytoskeleton organization, protein complex biogenesis	structural molecule activity	cytoskeleton, microtubule organizing center, cytoplasm	10	B	8	-	
3	D	16	YLR276C	DBP9	ATP-dependent DNA/RNA helicase	DEAD-box protein required for 27S rRNA processing; exhibits DNA, RNA and DNA/RNA helicase activities; ATPase activity shows preference for DNA over RNA; DNA helicase activity abolished by mutation in RNA-binding domain	rRNA processing, ribosomal large subunit biogenesis	RNA binding, hydrolase activity, ATPase activity, helicase activity, mRNA binding	nucleus, nucleolus	9	B	8	-	
3	D	17	YNL131W	TOM22	MOM22|MAS22|MAS17	Component of the TOM (Translocase of Outer Membrane) complex; responsible for initial import of mitochondrially directed proteins; mediates interaction between TOM and TIM complexes and acts as a receptor for precursor proteins	protein targeting, mitochondrion organization, transmembrane transport	protein transporter activity, transmembrane transporter activity	mitochondrion, membrane, mitochondrial envelope, cytoplasm	10	B	9	-	
3	D	18	YLR291C	GCD7	translation initiation factor eIF2B subunit beta	Beta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression; human homolog EIF2B2 can complement yeast mutant, allows growth down-regulation of yeast gene	translational initiation, regulation of translation	guanyl-nucleotide exchange factor activity, RNA binding, enzyme regulator activity, translation factor activity, RNA binding	mitochondrion, cytoplasm	9	B	9	-	
3	D	19	YNL132W	KRE33	ribosome biosynthesis protein KRE33|RRA1	Protein required for biogenesis of the small ribosomal subunit; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance; essential gene; NAT10, the human homolog, implicated in several types of cancer and premature aging.	ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus	10	B	10	-	
3	D	20	YLR305C	STT4	1-phosphatidylinositol 4-kinase STT4	Phosphatidylinositol-4-kinase; functions in the Pkc1p protein kinase pathway; required for normal vacuole morphology, cell wall integrity, and actin cytoskeleton organization	mitochondrion organization, lipid metabolic process	kinase activity, transferase activity	mitochondrion, membrane, cytoplasm, plasma membrane	9	B	10	-	
3	D	21	YNL137C	NAM9	mitochondrial 37S ribosomal protein NAM9|MNA6	Mitochondrial ribosomal component of the small subunit	mitochondrial translation, mitochondrion organization	structural molecule activity, structural constituent of ribosome	ribosome, mitochondrion, cytoplasm	10	B	11	-	
3	D	22	YLR310C	CDC25	Ras family guanine nucleotide exchange factor CDC25|CDC25'|CTN1	Membrane bound guanine nucleotide exchange factor; also known as a GEF or GDP-release factor; indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1; thermosensitivity of the cdc25-5 mutant is functionally complemented by human RASGRF1 or by a fragment of human SOS1 comprising the CDC25-related catalytic domain	mitotic cell cycle, signaling, regulation of cell cycle	guanyl-nucleotide exchange factor activity	nucleus, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	9	B	11	-	
3	D	23	YNL149C	PGA2	-	Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect	other	molecular_function	nucleus, endomembrane system, endoplasmic reticulum, cytoplasm	10	B	12	-	
3	D	24	BLANK	BLANK	-	-	-	-	-	9	B	12	-	
3	E	1	YPR143W	RRP15	-	Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs	rRNA processing, ribosomal large subunit biogenesis	molecular_function	nucleus, nucleolus	12	C	1	-	
3	E	2	YOR204W	DED1	DEAD-box ATP-dependent RNA helicase DED1|SPP81	ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase; required for translation initiation of all yeast mRNAs; binds to mRNA cap-associated factors, and binding stimulates Ded1p RNA-dependent ATPase activity; mutation in human homolog DBY is associated with male infertility; human homolog DDX3X complements ded1 null mutation; DED1 has a paralog, DBP1, that arose from the whole genome duplication	translational initiation, RNA splicing, mRNA processing	RNA binding, hydrolase activity, ATPase activity, helicase activity, mRNA binding	nucleus, cytoplasm	11	C	1	-	
3	E	3	YPR144C	NOC4	ribosome biosynthesis protein NOC4|UTP19	Nucleolar protein; forms a complex with Nop14p that mediates maturation and nuclear export of 40S ribosomal subunits; relocalizes to the cytosol in response to hypoxia	rRNA processing, ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus, cytoplasm	12	C	2	-	
3	E	4	YOR206W	NOC2	mRNA-binding ribosome synthesis protein NOC2	Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit	ribosomal large subunit biogenesis	RNA binding, mRNA binding	nucleus, mitochondrion, cytoplasm	11	C	2	-	
3	E	5	BLANK	BLANK	-	-	-	-	-	12	C	3	-	
3	E	6	YOR207C	RET1	DNA-directed RNA polymerase III core subunit RET1|C128|RPC128|RPC2|PDS2	Second-largest subunit of RNA polymerase III; RNA polymerase III is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular weight RNAs	transcription from RNA polymerase III promoter	transferase activity, nucleotidyltransferase activity	nucleus	11	C	3	-	
3	E	7	YPR165W	RHO1	Rho family GTPase RHO1	GTP-binding protein of the rho subfamily of Ras-like proteins; involved in establishment of cell polarity; regulates protein kinase C (Pkc1p) and the cell wall synthesizing enzyme 1,3-beta-glucan synthase (Fks1p and Gsc2p)	vacuole organization, mitotic cell cycle, cytoskeleton organization, regulation of transport, organelle fusion, cell wall organization or biogenesis, carbohydrate metabolic process, cell budding, regulation of organelle organization, cytokinesis, membrane fusion, signaling, regulation of cell cycle, endocytosis	GTPase activity, hydrolase activity	peroxisome, mitochondrion, plasma membrane, Golgi apparatus, endomembrane system, cellular bud, membrane, site of polarized growth, mitochondrial envelope, endoplasmic reticulum, cytoplasm	12	C	4	-	
